序号,汉字,拼音,义符（按字源）,声符（按字源）,构形依据,《说文》原文
1925,控,kòng,手,空,从手空聲,引也。从手空聲。《詩》曰：“控于大邦。”匈奴名引弓控弦。
1926,推,tuī,手,隹,从手隹聲,排也。从手隹聲。
1927,掩,yǎn,手,奄,从手奄聲,斂也。小上曰掩。从手奄聲。
1928,措,cuò,手,昔,从手昔聲,置也。从手昔聲。
1929,掸,dàn,手,單,从手單聲,提持也。从手單聲。讀若行遟驒驒。
1930,掼,guàn,手,貫,从手貫聲,習也。从手貫聲。《春秋傳》曰：“摜瀆鬼神。”
1931,敏,mǐn,攴,每,从攴每聲,疾也。从攴每聲。
1932,救,jiù,攴,求,从攴求聲,止也。从攴求聲。
1933,敕,chì,攴,束,从攴束聲,誡也。臿地曰敕。从攴束聲。
1934,敛,liǎn,攴,僉,从攴僉聲,收也。从攴僉聲。
1935,敝,bì,㡀,㡀,从攴从㡀，㡀亦聲,帗也。一曰敗衣。从攴从㡀，㡀亦聲。
1936,斛,hú,斗,角,从斗角聲,十斗也。从斗角聲。
1937,斜,xié,斗,余,从斗余聲,杼也。从斗余聲。讀若荼。
1938,旌,jīng,㫃,生,从㫃生聲,游車載旌，析羽注旄首，所以精進士卒。从㫃生聲。
1939,晤,wù,日,吾,从日吾聲,明也。从日吾聲。《詩》曰：“晤辟有摽。”
1940,晦,huì,日,每,从日每聲,月盡也。从日每聲。
1941,曼,màn,又,冒,从又冒聲,引也。从又冒聲。
1942,望,wàng,亾,朢,从亾，朢省聲,出亡在外，望其還也。从亾，朢省聲。
1943,桴,fú,木,孚,从木孚聲,棟名。从木孚聲。
1944,桶,tǒng,木,甬,从木甬聲,木方，受六升。从木甬聲。
1945,桷,jué,木,角,从木角聲,榱也。椽方曰桷。从木角聲。《春秋傳》曰：“刻桓宫之桷。”
1946,梁,liáng,木,刅,从木从水，刅聲,水橋也。从木从水，刅聲。
1947,梅,méi,木,每,从木每聲,枏也。可食。从木每聲。
1948,梏,gù,木,告,从木告聲,手械也。从木告聲。
1949,梓,zǐ,木,宰,从木，宰省聲,楸也。从木，宰省聲。
1950,梗,gěng,木,更,从木更聲,山枌榆。有朿，莢可爲蕪夷者。从木更聲。
1951,梦,méng,夕,瞢,从夕，瞢省聲,不明也。从夕，瞢省聲。
1952,梭,xùn,木,夋,从木夋聲,木也。从木夋聲。
1953,梯,tī,木,弟,从木弟聲,木階也。从木弟聲。
1954,械,xiè,木,戒,从木戒聲,桎梏也。从木戒聲。一曰器之緫名。一曰持也。一曰有盛爲械，無盛爲器。
1955,梳,shū,木,疏,从木，疏省聲,理髮也。从木，疏省聲。
1956,检,jiǎn,木,僉,从木僉聲,書署也。从木僉聲。
1957,欲,yù,欠,谷,从欠谷聲,貪欲也。从欠谷聲。
1958,欷,xī,欠,稀,从欠，稀省聲,歔也。从欠，稀省聲。
1959,涪,fú,水,咅,从水咅聲,水。出廣漢剛邑道徼外，南入漢。从水咅聲。
1960,涫,guàn,水,官,从水官聲,𩰾也。从水官聲。酒泉有樂涫縣。
1961,涯,yá,水,厓,从水从厓，厓亦聲,水邊也。从水从厓，厓亦聲。
1962,液,yè,水,夜,从水夜聲,𧗁也。从水夜聲。
1963,涸,hé,水,固,从水固聲,渴也。从水固聲。讀若狐貈之貈。
1964,涿,zhuó,水,豖,从水豖聲,流下滴也。从水豖聲。上谷有涿縣。
1965,淀,diàn,水,殿,从水殿聲,滓滋也。从水殿聲。
1966,淅,xī,水,析,从水析聲,汏米也。从水析聲。
1967,淇,qí,水,其,从水其聲,水。出河内共北山，東入河。或曰出隆慮西山。从水其聲。
1968,淋,lín,水,林,从水林聲,以水𣵽也。从水林聲。一曰淋淋，山下水皃。
1969,淑,shū,水,叔,从水叔聲,清湛也。从水叔聲。
1970,淖,nào,水,卓,从水卓聲,泥也。从水卓聲。
1971,淙,cóng,水,宗,从水宗聲,水聲也。从水宗聲。
1972,淠,pèi,水,𢌿,从水𢌿聲,水。出汝南弋陽垂山，東入淮。从水𢌿聲。
1973,淡,dàn,水,炎,从水炎聲,薄味也。从水炎聲。
1974,淤,yū,水,於,从水於聲,澱滓，濁泥。从水於聲。
1975,淦,gàn,水,金,从水金聲,水入船中也。一曰泥也。从水金聲。
1976,淫,yín,水,㸒,从水㸒聲,侵淫隨理也。从水㸒聲。一曰久雨爲淫。
1977,淬,cuì,水,卒,从水卒聲,滅火器也。从水卒聲。
1978,淮,huái,水,隹,从水隹聲,水。出南陽平氏桐柏大復山，東南入海。从水隹聲。
1979,深,shēn,水,罙,从水罙聲,水。出桂陽南平，西入營道。从水罙聲。
1980,淳,chún,水,𦎫,从水𦎫聲,渌也。从水𦎫聲。
1981,混,hùn,水,昆,从水昆聲,豐流也。从水昆聲。
1982,淹,yān,水,奄,从水奄聲,水。出越巂徼外，東入若水。从水奄聲。
1983,清,qīng,水,青,从水青聲,朖也。澂水之皃。从水青聲。
1984,渍,zì,水,責,从水責聲,漚也。从水責聲。
1985,渎,dú,水,賣,从水賣聲,溝也。从水賣聲。一曰邑中溝。
1986,渐,jiàn,水,斬,从水斬聲,水。出丹陽黟南蠻中，東入海。从水斬聲。
1987,渗,shèn,水,參,从水參聲,下漉也。从水參聲。
1988,渚,zhǔ,水,者,从水者聲,水。在常山中丘逢山，東入湡。从水者聲。《爾雅》曰：“小洲曰渚。”
1989,渠,qú,水,榘,从水，榘省聲,水所居。从水，榘省聲。
1990,焕,huàn,火,奐,从火奐聲,火光也。从火奐聲。
1991,牿,gù,牛,告,从牛告聲,牛馬牢也。从牛告聲。《周書》曰：“今惟牿牛馬。”
1992,猎,liè,犬,巤,从犬巤聲,放獵逐禽也。从犬巤聲。
1993,猗,yī,犬,奇,从犬奇聲,犗犬也。从犬奇聲。
1994,猛,měng,犬,孟,从犬孟聲,健犬也。从犬孟聲。
1995,猜,cāi,犬,青,从犬青聲,恨賊也。从犬青聲。
1996,猝,cù,犬,卒,从犬卒聲,犬从艸暴出逐人也。从犬卒聲。
1997,猪,zhū,豕,者,从豕者聲,豕而三毛叢居者。从豕者聲。
1998,猫,māo,豸,苗,从豸苗聲,貍屬。从豸苗聲。
1999,球,qiú,玉,求,从玉求聲,玉聲也。从玉求聲。
2000,琅,láng,玉,良,从玉良聲,琅玕，似珠者。从玉良聲。
2001,理,lǐ,玉,里,从玉里聲,治玉也。从玉里聲。
2002,琐,suǒ,玉,𧴪,从玉𧴪聲,玉聲也。从玉𧴪聲。
2003,瓠,hù,瓠,夸,从瓜夸聲,匏也。从瓜夸聲。凡瓠之屬皆从瓠。
2004,略,lüè,田,各,从田各聲,經略土地也。从田各聲。
2005,畦,qí,田,圭,从田圭聲,田五十畝曰畦。从田圭聲。
2006,疵,cī,疒,此,从疒此聲,病也。从疒此聲。
2007,痍,yí,疒,夷,从疒夷聲,傷也。从疒夷聲。
2008,痒,yáng,疒,羊,从疒羊聲,瘍也。从疒羊聲。
2009,痔,zhì,疒,寺,从疒寺聲,後病也。从疒寺聲。
2010,痕,hén,疒,艮,从疒艮聲,胝瘢也。从疒艮聲。
2011,皎,jiǎo,白,交,从白交聲,月之白也。从白交聲。《詩》曰：“月出皎兮。”
2012,皑,ái,白,豈,从白豈聲,霜雪之白也。从白豈聲。
2013,皲,jūn,皮,軍,从皮軍聲,足坼也。从皮軍聲。
2014,盛,chéng,皿,成,从皿成聲,黍稷在器中以祀者也。从皿成聲。
2015,眦,zì,目,此,从目此聲,目匡也。从目此聲。
2016,眭,huī,目,圭,从目圭聲,深目也。亦人姓。从目圭聲。
2017,眯,mǐ,目,米,从目米聲,艸入目中也。从目米聲。
2018,眵,chī,目,多,从目多聲,目傷眥也。从目多聲。一曰瞢兜。
2019,眷,juàn,目,𢍏,从目𢍏聲,顧也。从目𢍏聲。《詩》曰：“乃眷西顧。”
2020,眸,móu,目,牟,从目牟聲,目童子也。从目牟聲。《說文》直作牟。
2021,眺,tiào,目,兆,从目兆聲,目不正也。从目兆聲。
2022,眼,yǎn,目,𥃩,从目𥃩聲,目也。从目𥃩聲。
2023,矫,jiǎo,矢,喬,从矢喬聲,揉箭箝也。从矢喬聲。
2024,硕,shuò,頁,石,从頁石聲,頭大也。从頁石聲。
2025,硗,qiāo,石,堯,从石堯聲,礊石也。从石堯聲。
2026,祷,dǎo,示,壽,从示壽聲,告事求福也。从示壽聲。
2027,祸,huò,示,咼,从示咼聲,害也，神不福也。从示咼聲。
2028,移,yí,禾,多,从禾多聲,禾相倚移也。从禾多聲。一曰禾名。
2029,窑,yáo,穴,羔,从穴羔聲,燒瓦竈也。从穴羔聲。
2030,窒,zhì,穴,至,从穴至聲,塞也。从穴至聲。
2031,窕,tiǎo,穴,兆,从穴兆聲,深肆極也。从穴兆聲。讀若挑。
2032,笙,shēng,竹,生,从竹生聲,十三簧。象鳳之身也。笙，正月之音。物生，故謂之笙。大者謂之巢，小者謂之和。从竹生聲。古者隨作笙。
2033,笛,dí,竹,由,从竹由聲,七孔筩也。从竹由聲。羌笛三孔。
2034,笞,chī,竹,台,从竹台聲,擊也。从竹台聲。
2035,笠,lì,竹,立,从竹立聲,簦無柄也。从竹立聲。
2036,笥,sì,竹,司,从竹司聲,飯及衣之器也。从竹司聲。
2037,符,fú,竹,付,从竹付聲,信也。漢制以竹，長六寸，分而相合。从竹付聲。
2038,笨,bèn,竹,本,从竹本聲,竹裏也。从竹本聲。
2039,笪,dá,竹,旦,从竹旦聲,笞也。从竹旦聲。
2040,笮,zé,竹,乍,从竹乍聲,迫也。在瓦之下，棼上。从竹乍聲。
2041,笱,gǒu,句,句,从竹从句，句亦聲,曲竹捕魚笱也。从竹从句，句亦聲。
2042,笺,jiān,竹,戔,从竹戔聲,表識書也。从竹戔聲。
2043,笼,lóng,竹,龍,从竹龍聲,舉土器也。一曰笭也。从竹龍聲。
2044,粒,lì,米,立,从米立聲,糂也。从米立聲。
2045,粕,pò,米,白,从米白聲,糟粕，酒滓也。从米白聲。
2046,粗,cū,米,且,从米且聲,疏也。从米且聲。
2047,粜,tiào,出,䊮,从出从䊮，䊮亦聲,出穀也。从出从䊮，䊮亦聲。
2048,累,léi,糸,畾,从糸畾聲,綴得理也。一曰大索也。从糸畾聲。
2049,绩,jī,糸,責,从糸責聲,緝也。从糸責聲。
2050,绪,xù,糸,者,从糸者聲,絲耑也。从糸者聲。
2051,绫,líng,糸,夌,从糸夌聲,東齊謂布帛之細曰綾。从糸夌聲。
2052,续,xù,糸,賣,从糸賣聲,連也。从糸賣聲。
2053,绮,qǐ,糸,奇,从糸奇聲,文繒也。从糸奇聲。
2054,绯,fēi,糸,非,从糸非聲,帛赤色也。从糸非聲。
2055,绲,gǔn,糸,昆,从系昆聲,織帶也。从系昆聲。
2056,绳,shéng,糸,蠅,从糸，蠅省聲,索也。从糸，蠅省聲。
2057,维,wéi,糸,隹,从糸隹聲,車蓋維也。从糸隹聲。
2058,绶,shòu,糸,受,从糸受聲,韍維也。从糸受聲。
2059,绷,bēng,糸,崩,从糸崩聲,束也。从糸崩聲。《墨子》曰：“禹葬會稽，桐棺三寸，葛以繃之。”
2060,绸,chóu,糸,周,从糸周聲,繆也。从糸周聲。
2061,绺,liǔ,糸,咎,从糸咎聲,緯十縷爲綹。从糸咎聲。讀若柳。
2062,绻,quǎn,糸,卷,从糸卷聲,繾綣也。从糸卷聲。
2063,综,zòng,糸,宗,从糸宗聲,機縷也。从糸宗聲。
2064,绾,wǎn,糸,官,从糸官聲,惡也，絳也。从糸官聲。一曰綃也。讀若雞卵。
2065,绿,lǜ,糸,彔,从糸彔聲,帛青黃色也。从糸彔聲。
2066,缁,zī,糸,甾,从糸甾聲,帛黑色。从糸甾聲。
2067,羝,dī,羊,氐,从羊氐聲,牡羊也。从羊氐聲。
2068,羟,qiān,羊,巠,从羊巠聲,羊名。从羊巠聲。
2069,翊,yì,羽,立,从羽立聲,飛㒵。从羽立聲。
2070,翎,líng,羽,令,从羽令聲,羽也。从羽令聲。
2071,聆,líng,耳,令,从耳令聲,聽也。从耳令聲。
2072,聊,liáo,耳,卯,从耳卯聲,耳鳴也。从耳卯聲。
2073,聋,lóng,耳,龍,从耳龍聲,無聞也。从耳龍聲。
2074,职,zhí,耳,戠,从耳戠聲,記微也。从耳戠聲。
2075,脘,wǎn,肉,完,从肉完聲,胃府也。从肉完聲。讀若患。舊云脯。
2076,脚,jiǎo,肉,卻,从肉卻聲,脛也。从肉卻聲。
2077,脬,pāo,肉,孚,从肉孚聲,𦜶光也。从肉孚聲。
2078,脯,fǔ,肉,甫,从肉甫聲,乾肉也。从肉甫聲。
2079,脱,tuō,肉,兌,从肉兌聲,消肉臞也。从肉兌聲。
2080,舳,zhú,舟,由,从舟由聲,艫也。从舟由聲。漢律名船方長爲舳艫。一曰舟尾。
2081,舸,gě,舟,可,从舟可聲,舟也。从舟可聲。
2082,船,chuán,舟,鉛,从舟，鉛省聲,舟也。从舟，鉛省聲。
2083,舻,lú,舟,盧,从舟盧聲,舳艫也。一曰船頭。从舟盧聲。
2084,艴,bó,色,弗,从色弗聲,色艴如也。从色弗聲。《論語》曰：“色艴如也。”
2085,菀,wǎn,艸,宛,从艸宛聲,茈菀，出漢中房陵。从艸宛聲。
2086,菁,jīng,艸,青,从艸青聲,韭華也。从艸青聲。
2087,菅,jiān,艸,官,从艸官聲,茅也。从艸官聲。
2088,菊,jú,艸,匊,从艸匊聲,大菊，蘧麥。从艸匊聲。
2089,菌,jùn,艸,囷,从艸囷聲,地蕈也。从艸囷聲。
2090,菏,gē,水,苛,”从水苛聲,菏澤水。在山陽胡陵。《禹貢》：“浮于淮泗，達于菏。”从水苛聲。
2091,菔,fú,艸,服,从艸服聲,蘆菔。似蕪菁，實如小尗者。从艸服聲。
2092,菜,cài,艸,采,从艸采聲,艸之可食者。从艸采聲。
2093,菩,bèi,艸,咅,从艸咅聲,艸也。从艸咅聲。
2094,菲,fěi,艸,非,从艸非聲,芴也。从艸非聲。
2095,菸,yū,艸,於,从艸於聲,鬱也。从艸於聲。一曰𣨙也。
2096,菹,zū,艸,沮,从艸沮聲,酢菜也。从艸沮聲。
2097,萁,qí,艸,其,从艸其聲,豆莖也。从艸其聲。
2098,萃,cuì,艸,卒,从艸卒聲,艸皃。从艸卒聲。讀若瘁。
2099,萄,táo,艸,匋,从艸匋聲,艸也。从艸匋聲。
2100,萆,pì,艸,卑,从艸卑聲,雨衣。一曰衰衣。从艸卑聲。一曰萆藨，似烏韭。
2101,萋,qī,艸,妻,从艸妻聲,艸盛。从艸妻聲。《詩》曰：“菶菶萋萋。”
2102,萌,méng,艸,明,从艸明聲,艸芽也。从艸明聲。
2103,萍,píng,水,苹,从水、苹，苹亦聲,苹也。水艸也。从水、苹，苹亦聲。
2104,萎,wèi,艸,委,从艸委聲,食牛也。从艸委聲。
2105,萑,zhuī,艸,隹,从艸隹聲,艸多皃。从艸隹聲。
2106,萝,luó,艸,羅,从艸羅聲,莪也。从艸羅聲。
2107,营,yíng,宮,熒,从宮，熒省聲,市居也。从宮，熒省聲。
2108,萦,yíng,糸,熒,从糸，熒省聲,收韏也。从糸，熒省聲。
2109,萧,xiāo,艸,肅,从艸肅聲,艾蒿也。从艸肅聲。
2110,萸,yú,艸,臾,从艸臾聲,茱萸也。从艸臾聲。
2111,虚,xū,丘,虍,从丘虍聲,大丘也。崐崘丘謂之崐崘虛。古者九夫爲井，四井爲邑，四邑爲丘。丘謂之虛。从丘虍聲。
2112,蛄,gū,虫,古,从虫古聲,螻蛄也。从虫古聲。
2113,蛉,líng,虫,令,从虫令聲,蜻蛉也。从虫令聲。一名桑桹。
2114,衅,xìn,爨,分,从分，分亦聲,血祭也。象祭竈也。从爨省，从酉。酉，所以祭也。从分，分亦聲。
2115,袤,mào,衣,矛,从衣矛聲,衣帶以上。从衣矛聲。一曰南北曰袤，東西曰廣。
2116,袭,xí,衣,龖,从衣，龖省聲,左衽袍。从衣，龖省聲。
2117,袷,jiā,衣,合,从衣合聲,衣無絮。从衣合聲。
2118,谋,móu,言,某,从言某聲,慮難曰謀。从言某聲。
2119,谌,chén,言,甚,从言甚聲,誠諦也。从言甚聲。《詩》曰：“天難諶斯。”
2120,谍,dié,言,枼,从言枼聲,軍中反閒也。从言枼聲。
2121,谏,jiàn,言,柬,从言柬聲,証也。从言柬聲。
2122,谐,xié,言,皆,从言皆聲,詥也。从言皆聲。
2123,谑,xuè,言,虐,从言虐聲,戲也。从言虐聲。《詩》曰：“善戲謔兮。”
2124,谒,yè,言,曷,从言曷聲,白也。从言曷聲。
2125,谓,wèi,言,胃,从言胃聲,報也。从言胃聲。
2126,谕,yù,言,俞,从言俞聲,告也。从言俞聲。
2127,谖,xuān,言,爰,从言爰聲,詐也。从言爰聲。
2128,谗,chán,言,毚,从言毚聲,譖也。从言毚聲。
2129,谙,ān,言,音,从言音聲,悉也。从言音聲。
2130,谚,yàn,言,彥,从言彥聲,傳言也。从言彥聲。
2131,谛,dì,言,帝,从言帝聲,審也。从言帝聲。
2132,谜,mí,言,迷,从言、迷，迷亦聲,隱語也。从言、迷，迷亦聲。
2133,谝,piǎn,言,扁,从言扁聲,便巧言也。从言扁聲。《周書》曰：“𢧵𢧵善諞言。”《論語》曰：“友諞佞。”
2134,赇,qiú,貝,求,从貝求聲,以財物枉法相謝也。从貝求聲。一曰戴質也。
2135,赈,zhèn,貝,辰,从貝辰聲,富也。从貝辰聲。
2136,赉,lài,貝,來,从貝來聲,賜也。从貝來聲。《周書》曰：“賚尒秬鬯。”
2137,赦,shè,攴,赤,从攴赤聲,置也。从攴赤聲。
2138,赧,nǎn,赤,𠬝,从赤𠬝聲,面慙赤也。从赤𠬝聲。周失天下於赧王。
2139,趼,yàn,足,幵,从足幵聲,獸足企也。从足幵聲。
2140,跃,yuè,足,翟,从足翟聲,迅也。从足翟聲。
2141,跄,qiāng,足,倉,从足倉聲,動也。从足倉聲。
2142,距,jù,足,巨,从足巨聲,雞距也。从足巨聲。
2143,躯,qū,身,區,从身區聲,體也。从身區聲。
2144,辄,zhé,車,𦔮,从車𦔮聲,車兩輢也。从車𦔮聲。
2145,辅,fǔ,車,甫,从車甫聲,人頰車也。从車甫聲。
2146,逭,huàn,辵,官,从辵官聲,逃也。从辵官聲。
2147,逮,dài,辵,隶,从辵隶聲,唐逮，及也。从辵隶聲。
2148,逯,lù,辵,录,从辵录聲,行謹逯逯也。从辵录聲。
2149,逶,wēi,辵,委,从辵委聲,逶迆，衺去之皃。从辵委聲。
2150,逻,luó,辵,羅,从辵羅聲,巡也。从辵羅聲。
2151,郾,yǎn,邑,匽,从邑匽聲,潁川縣。从邑匽聲。
2152,鄂,è,邑,㖾,从邑㖾聲,江夏縣。从邑㖾聲。
2153,鄄,juàn,邑,垔,从邑垔聲,衞地。今濟陰鄄城。从邑垔聲。
2154,酝,yùn,酉,𥁕,从酉𥁕聲,釀也。从酉𥁕聲。
2155,野,yě,里,予,从里予聲,郊外也。从里予聲。
2156,铗,jiá,金,夾,从金夾聲,可以持冶器鑄鎔者。从金夾聲。讀若漁人莢魚之莢。一曰若挾持。
2157,铙,náo,金,堯,从金堯聲,小鉦也。軍法：卒長執鐃。从金堯聲。
2158,铛,dāng,金,當,从金當聲,鋃鏜也。从金當聲。
2159,铜,tóng,金,同,从金同聲,赤金也。从金同聲。
2160,铠,kǎi,金,豈,从金豈聲,甲也。从金豈聲。
2161,铢,zhū,金,朱,从金朱聲,權十分黍之重也。从金朱聲。
2162,铣,xiǎn,金,先,从金先聲,金之澤者。一曰小鑿。一曰鐘兩角謂之銑。从金先聲。
2163,铤,dìng,金,廷,从金廷聲,銅𨮯樸也。从金廷聲。
2164,铨,quán,金,全,从金全聲,衡也。从金全聲。
2165,铩,shā,金,殺,从金殺聲,鈹有鐸也。从金殺聲。
2166,铫,yáo,金,兆,从金兆聲,温器也。一曰田器。从金兆聲。
2167,铬,luò,金,各,从金各聲,𩮜也。从金各聲。
2168,铭,míng,金,名,从金名聲,記也。从金名聲。
2169,铮,zhēng,金,爭,从金爭聲,金聲也。从金爭聲。
2170,铲,chǎn,金,産,从金産聲,鏶也。一曰平𨮯。从金産聲。
2171,银,yín,金,艮,从金艮聲,白金也。从金艮聲。
2172,阈,yù,門,或,从門或聲,門榍也。从門或聲。《論語》曰：“行不履閾。”
2173,阉,yān,門,奄,从門奄聲,豎也。宮中奄閽閉門者。从門奄聲。
2174,阊,chāng,門,昌,从門昌聲,天門也。从門昌聲。楚人名門曰閶闔。
2175,阍,hūn,門,昏,从門从昏，昏亦聲,常以昏閉門隸也。从門从昏，昏亦聲。
2176,阎,yán,門,臽,从門臽聲,里中門也。从門臽聲。
2177,阏,è,門,於,从門於聲,遮𢹬也。从門於聲。
2178,阐,chǎn,門,單,从門單聲,開也。从門單聲。《易》曰：“闡幽。”
2179,隅,yú,𨸏,禺,从𨸏禺聲,陬也。从𨸏禺聲。
2180,隈,wēi,𨸏,畏,从𨸏畏聲,水曲，隩也。从𨸏畏聲。
2181,隍,huáng,𨸏,皇,从𨸏皇聲,城池也。有水曰池，無水曰隍。从𨸏皇聲。《易》曰：“城復于隍。”
2182,随,suí,辵,𡐦,从辵，𡐦省聲,从也。从辵，𡐦省聲。
2183,隐,yǐn,𨸏,㥯,从𨸏㥯聲,蔽也。从𨸏㥯聲。
2184,隗,wěi,𨸏,鬼,从𨸏鬼聲,陮隗也。从𨸏鬼聲。
2185,雩,yú,雨,于,从雨于聲,夏祭，樂于赤帝，以祈甘雨也。从雨于聲。
